"question category","question type","is correct","question/answer text","points","attempts","random","is feedback","correct feedback text","incorrect feedback text"
"limits","mchoice","",<p>Solve the following: </p><p><img src="images/limits/problems/problem7/question/question7.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/limits/109006-limits"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/limits/109006-limits"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem7/options/forQuiz/option7_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem7/options/forQuiz/option7_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem7/options/forQuiz/option7_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem7/options/forQuiz/option7_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"limits","mchoice","",<p>Solve the following: </p><p><img src="images/limits/problems/problem8/question/question8.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/limits/109007-limits"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/limits/109007-limits"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem8/options/forQuiz/option8_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem8/options/forQuiz/option8_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem8/options/forQuiz/option8_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem8/options/forQuiz/option8_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"limits","mchoice","",<p>Solve the following: </p><p><img src="images/limits/problems/problem9/question/question9.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/limits/109008-limits"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/limits/109008-limits"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem9/options/forQuiz/option9_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem9/options/forQuiz/option9_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem9/options/forQuiz/option9_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem9/options/forQuiz/option9_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"limits","mchoice","",<p>Solve the following: </p><p><img src="images/limits/problems/problem10/question/question10.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/limits/109009-limits"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/limits/109009-limits"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem10/options/forQuiz/option10_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem10/options/forQuiz/option10_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem10/options/forQuiz/option10_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/limits/problems/problem10/options/forQuiz/option10_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
