group,problem_text,correct_answers,incorrect_options,level,point_value,result_text,status 
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem41/question/question41.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem41/options/option41_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem41/options/option41_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem41/options/option41_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem41/options/option41_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem42/question/question42.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem42/options/option42_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem42/options/option42_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem42/options/option42_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem42/options/option42_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem43/question/question43.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem43/options/option43_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem43/options/option43_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem43/options/option43_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem43/options/option43_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem44/question/question44.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem44/options/option44_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem44/options/option44_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem44/options/option44_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem44/options/option44_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem45/question/question45.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem45/options/option45_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem45/options/option45_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem45/options/option45_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem45/options/option45_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem46/question/question46.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem46/options/option46_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem46/options/option46_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem46/options/option46_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem46/options/option46_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem47/question/question47.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem47/options/option47_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem47/options/option47_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem47/options/option47_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem47/options/option47_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem48/question/question48.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem48/options/option48_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem48/options/option48_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem48/options/option48_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem48/options/option48_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem49/question/question49.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem49/options/option49_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem49/options/option49_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem49/options/option49_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem49/options/option49_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem50/question/question50.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem50/options/option50_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem50/options/option50_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem50/options/option50_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem50/options/option50_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem51/question/question51.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem51/options/option51_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem51/options/option51_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem51/options/option51_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem51/options/option51_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem52/question/question52.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem52/options/option52_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem52/options/option52_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem52/options/option52_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem52/options/option52_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem53/question/question53.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem53/options/option53_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem53/options/option53_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem53/options/option53_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem53/options/option53_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem54/question/question54.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem54/options/option54_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem54/options/option54_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem54/options/option54_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem54/options/option54_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem55/question/question55.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem55/options/option55_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem55/options/option55_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem55/options/option55_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem55/options/option55_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem56/question/question56.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem56/options/option56_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem56/options/option56_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem56/options/option56_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem56/options/option56_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem57/question/question57.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem57/options/option57_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem57/options/option57_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem57/options/option57_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem57/options/option57_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem58/question/question58.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem58/options/option58_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem58/options/option58_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem58/options/option58_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem58/options/option58_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem59/question/question59.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem59/options/option59_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem59/options/option59_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem59/options/option59_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem59/options/option59_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem60/question/question60.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem60/options/option60_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem60/options/option60_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem60/options/option60_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem60/options/option60_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem61/question/question61.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem61/options/option61_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem61/options/option61_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem61/options/option61_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem61/options/option61_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem62/question/question62.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem62/options/option62_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem62/options/option62_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem62/options/option62_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem62/options/option62_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem63/question/question63.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem63/options/option63_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem63/options/option63_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem63/options/option63_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem63/options/option63_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem64/question/question64.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem64/options/option64_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem64/options/option64_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem64/options/option64_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem64/options/option64_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem65/question/question65.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem65/options/option65_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem65/options/option65_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem65/options/option65_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem65/options/option65_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem66/question/question66.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem66/options/option66_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem66/options/option66_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem66/options/option66_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem66/options/option66_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem67/question/question67.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem67/options/option67_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem67/options/option67_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem67/options/option67_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem67/options/option67_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem68/question/question68.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem68/options/option68_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem68/options/option68_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem68/options/option68_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem68/options/option68_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem69/question/question69.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem69/options/option69_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem69/options/option69_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem69/options/option69_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem69/options/option69_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem70/question/question70.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem70/options/option70_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem70/options/option70_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem70/options/option70_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem70/options/option70_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem71/question/question71.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem71/options/option71_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem71/options/option71_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem71/options/option71_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem71/options/option71_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem72/question/question72.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem72/options/option72_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem72/options/option72_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem72/options/option72_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem72/options/option72_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem73/question/question73.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem73/options/option73_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem73/options/option73_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem73/options/option73_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem73/options/option73_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem74/question/question74.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem74/options/option74_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem74/options/option74_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem74/options/option74_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem74/options/option74_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem75/question/question75.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem75/options/option75_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem75/options/option75_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem75/options/option75_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem75/options/option75_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem76/question/question76.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem76/options/option76_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem76/options/option76_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem76/options/option76_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem76/options/option76_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem77/question/question77.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem77/options/option77_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem77/options/option77_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem77/options/option77_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem77/options/option77_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem78/question/question78.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem78/options/option78_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem78/options/option78_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem78/options/option78_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem78/options/option78_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem79/question/question79.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem79/options/option79_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem79/options/option79_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem79/options/option79_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem79/options/option79_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem80/question/question80.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem80/options/option80_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem80/options/option80_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem80/options/option80_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem80/options/option80_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem81/question/question81.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem81/options/option81_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem81/options/option81_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem81/options/option81_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem81/options/option81_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem82/question/question82.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem82/options/option82_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem82/options/option82_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem82/options/option82_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem82/options/option82_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem83/question/question83.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem83/options/option83_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem83/options/option83_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem83/options/option83_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem83/options/option83_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem84/question/question84.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem84/options/option84_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem84/options/option84_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem84/options/option84_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem84/options/option84_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem85/question/question85.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem85/options/option85_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem85/options/option85_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem85/options/option85_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem85/options/option85_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem86/question/question86.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem86/options/option86_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem86/options/option86_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem86/options/option86_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem86/options/option86_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem87/question/question87.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem87/options/option87_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem87/options/option87_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem87/options/option87_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem87/options/option87_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem88/question/question88.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem88/options/option88_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem88/options/option88_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem88/options/option88_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem88/options/option88_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem89/question/question89.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem89/options/option89_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem89/options/option89_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem89/options/option89_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem89/options/option89_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following integral</p><p><img src="images/integral-calculus/problems/problem90/question/question90.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem90/options/option90_1.jpg" alt="" /></p>,<p><img src="images/integral-calculus/problems/problem90/options/option90_2.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem90/options/option90_3.jpg" alt="" /></p>|<p><img src="images/integral-calculus/problems/problem90/options/option90_4.jpg" alt="" /></p>,1,1,,1
