group,problem_text,correct_answers,incorrect_options,level,point_value,result_text,status
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem11/question/question11.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem11/options/option11_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem11/options/option11_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem11/options/option11_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem11/options/option11_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem12/question/question12.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem12/options/option12_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem12/options/option12_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem12/options/option12_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem12/options/option12_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem13/question/question13.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem13/options/option13_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem13/options/option13_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem13/options/option13_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem13/options/option13_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem14/question/question14.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem14/options/option14_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem14/options/option14_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem14/options/option14_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem14/options/option14_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem15/question/question15.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem15/options/option15_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem15/options/option15_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem15/options/option15_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem15/options/option15_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem16/question/question16.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem16/options/option16_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem16/options/option16_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem16/options/option16_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem16/options/option16_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem17/question/question17.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem17/options/option17_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem17/options/option17_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem17/options/option17_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem17/options/option17_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem18/question/question18.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem18/options/option18_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem18/options/option18_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem18/options/option18_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem18/options/option18_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem19/question/question19.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem19/options/option19_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem19/options/option19_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem19/options/option19_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem19/options/option19_4.jpg" alt="" /></p>,1,1,,1
1,<p>Solve the following: </p><p><img src="images/apcalculus/problems/problem20/question/question20.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem20/options/option20_1.jpg" alt="" /></p>,<p><img src="images/apcalculus/problems/problem20/options/option20_2.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem20/options/option20_3.jpg" alt="" /></p>|<p><img src="images/apcalculus/problems/problem20/options/option20_4.jpg" alt="" /></p>,1,1,,1
